;Группа;Артикул;Номенклатура;Модели;ЦЕНА;;
;MOBIS;548113E160;Стойка стабилизатора передняя правая 06-;SORN;1010;;1313
;MOBIS;KGA2A34150B;Стойка стабилизатора передняя правая All;CLR-1, CLR-2;340;;442
;MOBIS;KGA2A34150A;Стойка стабилизатора передняя правая All;CLR-1, CLR-2;600;;780
;MOBIS;HR508335;Стойка центральная;GALL;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527183A000;Стопорное кольцо;TRAJET;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5271826500;Стопорное кольцо;TRAJET;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;433713A000;Стопорное кольцо;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0H00232129;Стопорное кольцо;RIO;60;;78
;MOBIS;175725171;Стопорное кольцо;SPG;610;;793
;MOBIS;517182H000;Стопорное кольцо передней ступицы;LTR nov,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;4955724000;стопорное кольцо привода ;ACT 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9764533300;Стопорное кольцо шкива компрессора ;ACT 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527102C001;Ступица задняя;SCOUPE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5273039013;Ступица задняя;GRANDEUR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527303F000;Ступица задняя;OPR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527501C000;Ступица задняя;PIC;2550;;3315
;MOBIS;5275026000;Ступица задняя;SANTA FE;2590;;3367
;MOBIS;0K2N126150;Ступица задняя;SHM-2;1600;;2080
;MOBIS;527501G100;Ступица задняя  с абс;GTZ;3100;;4030
;MOBIS;0K9A526150;Ступица задняя (ABS);CLR-1, CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K20226150;Ступица задняя (барабан);SEP (SPCT) 00-, SEP-1, SEP-2, SHM-1, SHM;2270;;2951
;MOBIS;5271034501;Ступица задняя (без ABS);SON-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527102D100;Ступица задняя (с АБС);LTR (XD) 00-;2050;;2665
;MOBIS;527102D315;Ступица задняя (с АБС);CERATO;1950;;2535
;MOBIS;5273038102;Ступица задняя (с АБС);SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5273038101;Ступица задняя W/ ABS;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5273039000;Ступица задняя W/ABS;XG 2,5L;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5273038103_OEM;Ступица задняя W/ABS;MGN, SON-4, SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527102E500;Ступица задняя W/ABS;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;527102D115;Ступица задняя W/ABS;LTR (XD) 00-;2050;;2665
;MOBIS;5271029671;Ступица задняя W/ABS;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5271025100;Ступица задняя W/ABS;ACT 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5271022500;Ступица задняя W/ABS;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5,27E+105;Ступица задняя W/ABS;TUCSON;1900;;2470
;MOBIS;5271025101;Ступица задняя W/ABS;ACT 99-05;3000;;3900
;MOBIS;5273038103;Ступица задняя W/ABS;MGN, SON-4, SON-5;2950;;3835
;MOBIS;0K9A426150;Ступица задняя W/ABS (диск торм);CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5271022400;Ступица задняя W/O ABS;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5271029400;Ступица задняя W/O ABS;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5273038001;Ступица задняя W/O ABS;SON-4;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5273038002;Ступица задняя W/O ABS;SON-4, SON-5;2950;;3835
;MOBIS;527102D025;Ступица задняя W/O ABS под барабан;LTR (XD) 00-;3340;;4342
;MOBIS;527501G000;Ступица задняя без абс;GTZ;2450;;3185
;MOBIS;MD00126115D;Ступица задняя левая;PRD;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5271025001;Ступица задняя с подшипником  W/O ABS=25100;ACT 99-;2250;;2925
;MOBIS;517502F010;Ступица передняя;CERATO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5175033001;Ступица передняя;SON-2, SON-3;1550;;2015
;MOBIS;517503K000;Ступица передняя;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;51750FD000;Ступица передняя;RIO-1, RIO-2, AVL;750;;975
;MOBIS;MDX5033061;Ступица передняя;AVL, RIO-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;517502B010;Ступица передняя;SANTA FE 07,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5175024500;Ступица передняя;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;513003E200;Ступица передняя;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K55233060;Ступица передняя;CRNV;1100;;1430
;MOBIS;0K20133061A;Ступица передняя;SEP-1, SEP-2, SHM-1;650;;845
;MOBIS;0K01133061E;Ступица передняя;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2N133060;Ступица передняя;SHM-2, SPCTR Иж;1130;;1469
;MOBIS;517502D000;Ступица передняя;LTR (XD) 00-, MATRIX;1200;;1560
;MOBIS;517502D003;Ступица передняя;LTR (XD) 00-, MATRIX;1150;;1495
;MOBIS;517502H000;Ступица передняя;CEE'D  , LTR nov,06-;1180;;1534
;MOBIS;517503A003;Ступица передняя;NEW SPG;1250;;1625
;MOBIS;0K2N133061A;Ступица передняя;SHM-2, SPCTR Иж;850;;1105
;MOBIS;5175038000;Ступица передняя;MGN, SON-4, SON-5;1310;;1703
;MOBIS;5175025000;Ступица передняя -02;ACT 99-05, GTZ, RIO-3;1770;;2301
;MOBIS;5175025001;Ступица передняя 02-;ACT 99-, RIO-3;1700;;2210
;MOBIS;517503D003;Ступица передняя 03-;MGN-2, SON-5;1250;;1625
;MOBIS;0K9A233061A;Ступица передняя All 1,8L  2,0L;CARENS, CLR-1, CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5175029000;Ступица передняя W/ ABS;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K08133060A;Ступица передняя w/abs 99-;SPG;1350;;1755
;MOBIS;581804BA20;Суппорт;PORTER;2400;;3120
;MOBIS;581904BA20;Суппорт;PORTER;2400;;3120
;MOBIS;5831038A10;Суппорт задний левый;MGN, SON-5, SON-4;3750;;4875
;MOBIS;583102DA00;Суппорт задний левый;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9A426990;Суппорт задний левый;CLR-1, CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58360H1010;Суппорт задний правый;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5832035A01;Суппорт задний правый;SON-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5831138A10;Суппорт задний правый;SON-5;3750;;4875
;MOBIS;583112DA00;Суппорт задний правый;LTR (XD) 00-;3850;;5005
;MOBIS;0K9A426980;Суппорт задний правый;CLR-1, CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A349980;Суппорт задний правый;SHM-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K20549980;Суппорт задний правый;SEP-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2N349980;Суппорт задний правый;SEP (SPCT) 00-, SHM-2;3900;;5070
;MOBIS;K0BB149990;Суппорт передний левый;SHM-2, SPCTR Иж;3300;;4290
;MOBIS;581803CA00;Суппорт передний левый;MGN-2, SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5818029A20;Суппорт передний левый;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5818022A00;Суппорт передний левый;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58110M3000;Суппорт передний левый;SANTAMO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58110FD000;Суппорт передний левый;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;581103E100;Суппорт передний левый;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;581102E000;Суппорт передний левый;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;581101C100;Суппорт передний левый;GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;48129986ee;Суппорт передний левый;CLR-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K58A33990;Суппорт передний левый;CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30C49990;Суппорт передний левый;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2JA33990A;Суппорт передний левый;CARENS-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2JA33990;Суппорт передний левый;CARENS-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5811025200;Суппорт передний левый;ACT 99-;1810;;2353
;MOBIS;58110FDC00;Суппорт передний левый ;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58110FDA00;Суппорт передний левый 13*;RIO-2;3250;;4225
;MOBIS;0K01133990;Суппорт передний левый -98;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K04533990;Суппорт передний левый 98- ;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5818025A00;Суппорт передний левый=25000;ACT 99-, GTZ, ACT 95-99, PONY 90-94;2200;;2860
;MOBIS;K0BB149980;Суппорт передний правый;SHM-2, SPCTR Иж;3300;;4290
;MOBIS;89705d7d06;Суппорт передний правый;CLR-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5818122A00;Суппорт передний правый;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58130M3000;Суппорт передний правый;SANTAMO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58130FDC00;Суппорт передний правый;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;581303E100;Суппорт передний правый;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5813025200;Суппорт передний правый;ACT 99-05;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;581301C100;Суппорт передний правый;GTZ;2750;;3575
;MOBIS;0K30C49980;Суппорт передний правый;RIO-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58130FD000;Суппорт передний правый 13;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;58130FDA00;Суппорт передний правый 13*;RIO-2;1600;;2080
;MOBIS;0K01133980;Суппорт передний правый -98;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K04533980;Суппорт передний правый 98-;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5818125A00;Суппорт передний правый=25000;ACT 99-, GTZ, PONY 90-94, ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;581902DA10;Суппорт тормозной (правый);MATRIX;3760;;4888
;MOBIS;64121FD100;Суппорт фары правой;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;4110002000;Сцепления диск;ATOZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;05203FD100;Табличка;RIO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8142934000;Табличка номера замка двери задней правой;GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0FE3N12123;Тарелка пружины клапана;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30E12113;Тарелка пружины клапана;RIO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;222234A060;"Тарелка пружины клапана	";H-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;986663D000;Телескоп омывателя фар;SON-5;4410;;5733
;MOBIS;984613E000;Телескоп омывателя фар левый;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;984613E500;Телескоп омывателя фар левый;SORN;5380;;6994
;MOBIS;984713C100;Телескоп омывателя фар левый;MGN-2;5570;;7241
;MOBIS;984513E500;Телескоп омывателя фар правый;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;984513E000;Телескоп омывателя фар правый;SORN;4560;;5928
;MOBIS;984723C100;Телескоп омывателя фар правый;MGN-2;5500;;7150
;MOBIS;977523A000;ТЕМПЕРАТУРНЫЙ ДАТЧИК СИСТЕМЫ ОХЛАЖДЕНИЯ;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;253853K215;Термовыключатель вентилятора охлаждения;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2550038400;Термостат;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9BV1507XE;Термостат;CRNV 2,5L;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K05415171;Термостат;SPG DIZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;KHE4115171;Термостат;CLR-1, CLR-2;150;;195
;MOBIS;0K2C015171A;Термостат;RIO-1, RIO-2;200;;260
;MOBIS;2550027000;Термостат ;SANTA FE;250;;325
;MOBIS;0K01315171;Термостат ;SPG;250;;325
;MOBIS;2551042010;Термостат  25510-42850,grace,starex,galloper(old),porter;GALL;300;;390
;MOBIS;2550035540;Термостат (82С);SANTA FE 2,7L;980;;1274
;MOBIS;0K20115171;Термостат /1,8/;CLR-2, SEP-2, SHM-1;250;;325
;MOBIS;2550038001;Термостат /2,0L D/;SON-4, SON-5, MGN;350;;455
;MOBIS;2550035530;Термостат 2,5 V6;SON-4;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2550037200;Термостат 2,7L V6;SON-5, SCOUPE 2,7L 01-, MGN 2,5L;550;;715
;MOBIS;2550023001;Термостат 82C DOHC;ACT 95-99, ACT 99-05, CERATO, COUPE 2,0L;300;;390
;MOBIS;KE5D315171;Термостат 85-88% 2,0;SPG;270;;351
;MOBIS;0K9FC15171;Термостат 85-88% 2,0;CLR-1, CLR-2, SPG;320;;416
;MOBIS;2550033050;Термостат 88C /LTR 1,8/SON 2,0L SON 3,0L/GAL 3,0/ DOHC;SON-2, SON-3;300;;390
;MOBIS;2550033060;Термостат 88C /LTR 1,8/SON 3,0L/GAL 3,0/ DOHC;GALL, LTR 90-95, PONY 90-94, SCOUPE 90-9;300;;390
;MOBIS;2550022250;Термостат 88C /LTR1,5 S/;ACT 95-99, LTR 96-00;350;;455
;MOBIS;0K71015171;Термостат Diz 2,2;BST, SPG;320;;416
;MOBIS;2550022600;Термостат SOHC;ACT 99-05, SPG, SPG DIZ;250;;325
;MOBIS;3310027500;ТНВД;H-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3310542620;ТНВД;PORTER;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3310542710;ТНВД;H-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3140027501;Топливная рампа TCI;MATRIX;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;HR611120LK;Торпеда;GALL;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8474143802AQ;Торпеда ;PORTER;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847111F050WK;Торпеда ;NEW SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847103E012WK;Торпеда ;SORN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847102G100VA;Торпеда ;MGN-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847102F050GW;Торпеда ;CERATO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8471026103YD;Торпеда ;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8471026001YD;Торпеда ;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;84410H1620LK;Торпеда ;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A164280D96;Торпеда (нижняя левая часть);SEP (SPCT) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8471025000LT;Торпеда (серая);ACT 99-05;6750;;8775
;MOBIS;847101C000LT;Торпеда (т, серая);GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847101C000BJ;Торпеда (т, серая);GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K53A60350DCQ;Торпеда (т, серая);CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847103C050LK;Торпеда 2AIRBAG;SON-5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;847102D550TK;Торпеда 2AIRBAG;LTR (XD) 00-;16460;;21398
;MOBIS;847102D350;Торпеда 2AIRBAG серая;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;551004A600;Торсион задней подвески;H-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2710022010;Трамблер;SCOUPE 90-95;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2710022600;Трамблёр;ACT 99-;2760;;3588
;MOBIS;KK37018200C;Трамблер в сборе 1,5L;SEP-1, AVL, PRD;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9723526000;транзистор;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;2736033010;транзистор;SON-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K08A61R20S;Транзистор;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9711138000;Транзистор 0,5 вт;SON 5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;971791F200;Транзистор отопителя салона;NEW SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;971792D200;Транзистор отопителя салона;CERATO;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;98350M2000;Трапеция стеклоочестителя;JOICE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;98210H1000;Трапеция стеклоочестителя;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;981203E000;Трапеция стеклоочестителя;SORN;950;;1235
;MOBIS;0K2A167360;Трапеция стеклоочестителя;SEP-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K08267360B;Трапеция стеклоочестителя;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9812026000;Трапеция стеклоочестителя;SANTA FE;800;;1040
;MOBIS;0K53A67360;Трапеция стеклоочестителя;CARN;600;;780
;MOBIS;981202F000;Трапеция стеклоочестителя;CERATO;740;;962
;MOBIS;0K34A67450D;Трапеция стеклоочестителя 5 DR;RIO-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9820034000;Трапеция стеклоочистителя;SON-2, SON-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;9820029000;Трапеция стеклоочистителя;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;981503C000;Трапеция стеклоочистителя;MGN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;981202D000;Трапеция стеклоочистителя;LTR (XD) 00-;800;;1040
;MOBIS;0K9A067360A;Трапеция стеклоочистителя;CLR-1, CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2CA67360B;Трапеция стеклоочистителя;CARENS-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K20167360B;Трапеция стеклоочистителя;SEP-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;981201G000;Трапеция стеклоочистителя;RIO-3;950;;1235
;MOBIS;9815038000;Трапеция стеклоочистителя;SON-4, SON-5;1600;;2080
;MOBIS;0K30A67360B;Трапеция стеклоочистителя;RIO-1, RIO-2;440;;572
;MOBIS;9820025000;Трапеция стеклоочистителя;ACT 99-05;400;;520
;MOBIS;0K2AA67360D;Трапеция стеклоочистителя;SHM-1, SHM-2;650;;845
;MOBIS;9812007000;Трапеция стеклоочистителя;PIC;860;;1118
;MOBIS;981201C000;Трапеция стеклоочистителя GTZ;GTZ;1000;;1300
;MOBIS;0K2A168560C;Треугольник двери задней левой (внутр,);SPCTR Иж;200;;260
;MOBIS;437943A000;Трос ;TRAJET;850;;1105
;MOBIS;4679026020;Трос АКПП;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2N246500B;Трос выбора передач;SPCTR Иж;650;;845
;MOBIS;437941C000;Трос выбора передач;GTZ;850;;1105
;MOBIS;437941H200;Трос выбора передач;CEE'D;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;437941G100;Трос выбора передач 1,4;VERNA 06MY -;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;4379422010;Трос выбора передач M/T;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3279038102;Трос газа;SON 5;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;3279025105;Трос газа;ACT 99-05;350;;455
;MOBIS;0K2NJ41660C;Трос газа;SPCTR Иж;420;;546
;MOBIS;813712D001;Трос замка двери;LTR (XD) 1,6L 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;813802C010;Трос замка двери;SCOUPE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K08156903B;Трос запасного колеса;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;811903K100;Трос капота;SON NF;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;811902H100;Трос капота;LTR nov,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;811902H000;Трос капота;LTR nov,06-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;811902E000;Трос капота;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8119026000;Трос капота;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8119017000;Трос капота;MATRIX;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8119007000;Трос капота;PIC;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9A056720;Трос капота;CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K55256720A;Трос капота;CRNV 2,5L;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8119025000;Трос капота;ACT 99-05;150;;195
;MOBIS;0K30A56720A;Трос капота;RIO-1;200;;260
;MOBIS;811903C000;Трос капота;MGN;190;;247
;MOBIS;811903E001;Трос капота;SORN;390;;507
;MOBIS;811902F100;Трос капота;CERATO;420;;546
;MOBIS;811902D000;Трос капота;LTR (XD) 00-;200;;260
;MOBIS;811901C000;Трос капота GTZ;GTZ;150;;195
;MOBIS;811901C100;Трос капота GTZ 2 часть;GTZ;140;;182
;MOBIS;0K2AA56720A;Трос капота SHM ALL;SPCTR Иж;700;;910
;MOBIS;0K2A156720;Трос капота SHM ALL;SEP-2, SHM-1, SHM-2;210;;273
;MOBIS;815902E000;Трос лючка бензобака;TUCSON;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;815902D000;Трос лючка бензобака;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;8159026000;Трос лючка бензобака;SANTA FE;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;815901C000;Трос лючка бензобака;GTZ;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;81580H1000;Трос лючка бензобака;TERR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A156880A;Трос лючка бензобака;SPCTR Иж;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K01856820A;Трос лючка бензобака;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;815901G000;Трос лючка топливного бака;RIO-3;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K08156710C;Трос открытия капота;SPG;250;;325
;MOBIS;KK37644150;Трос парковочный;AVL;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9A244150B;Трос парковочный (коротки);CLR-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A144150C;Трос парковочный (коротки);SEP-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K20144150B;Трос парковочный (коротки);SEP-1;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K01144150D;Трос парковочный (коротки);SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30A44150D;Трос парковочный (коротки);RIO-1, RIO-2;100;;130
;MOBIS;0K01144150G;Трос парковочный (коротки);SPG;100;;130
;MOBIS;0K08A44150A;Трос парковочный (коротки) 98-;SPG;150;;195
;MOBIS;0K30A44420H;Трос парковочный левый;RIO-1, RIO-2;550;;715
;MOBIS;0K56B44420A;Трос парковочный левый;CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976022100;Трос парковочный левый;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976022110;Трос парковочный левый;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976029301;Трос парковочный левый;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;597602D340;Трос парковочный левый;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976025200;Трос парковочный левый  03-;ACT 99-05;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A144420E;Трос парковочный левый (бараб);SEP (SPCT) 00-, SEP-2, SHM-1, SHM-2;500;;650
;MOBIS;0K9B644420;Трос парковочный левый (бараб);CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976024002;Трос парковочный левый (бараб);PONY 90-94;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976029001;Трос парковочный левый (бараб);LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K20144420J;Трос парковочный левый (бараб);SEP-1;470;;611
;MOBIS;0K01844420E;Трос парковочный левый (бараб) -98;SPG;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K04544420B;Трос парковочный левый (бараб) 98-;SPG;400;;520
;MOBIS;597602D010;Трос парковочный левый (барабан);LTR (XD) 1,6L 00-;1190;;1547
;MOBIS;597603C300;Трос парковочный левый (диск);MGN;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5976038305;Трос парковочный левый (диск);SON-4, SON-5;450;;585
;MOBIS;0K9B244420;Трос парковочный левый (диск);CLR-2;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9A244420B;Трос парковочный левый (диск);CLR;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;597602F200;Трос парковочный левый (диск) 06-;CERATO;450;;585
;MOBIS;5976029300;Трос парковочный левый (диск) ABS;LTR 96-00;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K2A244420E;Трос парковочный левый (диск) ABS;SEP (SPCT) 00-, SHM-1;450;;585
;MOBIS;5976025000;Трос парковочный левый -03;ACT 99-05;300;;390
;MOBIS;597702D010;Трос парковочный прав,(барабан);LTR (XD) 1,6L 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5977033350;Трос парковочный правый;;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;597702D340;Трос парковочный правый;LTR (XD) 00-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5977022110;Трос парковочный правый;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;5977022100;Трос парковочный правый;ACT 95-99;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K56B44410A;Трос парковочный правый;CRNV;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K30A44410H;Трос парковочный правый;RIO-1, RIO-2;550;;715
;MOBIS;5977025200;Трос парковочный правый  03-;ACT 99-;Уточняйте наличие;;#ЗНАЧ!
;MOBIS;0K9B644410;Трос парковочный правый (бараб);CLR-2;Уточняйте наличие;;#ЗНАЧ!
